Ri,M,Eta,k,Fval,Gval
10,1,1.16,11.0,1.00843,0.00904
10,1,1.18,11.0,1.00772,0.00782
10,1,1.2,11.0,1.00706,0.00675
10,1,1.22,11.0,1.00645,0.00581
10,1,1.24,11.0,1.00589,0.00499
10,1,1.26,11.0,1.00537,0.00428
10,1,1.28,11.0,1.00489,0.00366
10,1,1.3,11.0,1.00445,0.00313
10,1,1.32,11.0,1.00404,0.00266
10,1,1.34,11.0,1.00367,0.00226
10,1,1.36,11.0,1.00333,0.00192
10,1,1.38,11.0,1.00302,0.00162
10,1,1.4,11.0,1.00273,0.00137
10,1,1.42,11.0,1.00247,0.00115
10,1,1.44,11.0,1.00223,0.00097
10,1,1.46,11.0,1.00202,0.00081
10,1,1.48,11.0,1.00182,0.00068
10,1,1.5,11.0,1.00164,0.00057
10,1,1.52,11.0,1.00148,0.00047
10,1,1.54,11.0,1.00133,0.00039
10,1,1.56,11.0,1.0012,0.00032
10,1,1.58,11.0,1.00108,0.00027
10,1,1.6,11.0,1.00097,0.00022
10,1,1.62,11.0,1.00087,0.00018
10,1,1.64,11.0,1.00078,0.00015
10,1,1.66,11.0,1.0007,0.00012
10,1,1.68,11.0,1.00063,0.0001
10,1,1.7,11.0,1.00056,8e-05
10,1,1.72,11.0,1.0005,7e-05
10,1,1.74,11.0,1.00045,5e-05
10,1,1.76,11.0,1.0004,4e-05
10,1,1.78,11.0,1.00036,3e-05
10,1,1.8,11.0,1.00032,3e-05
10,1,1.82,11.0,1.00029,2e-05
10,1,1.84,11.0,1.00026,2e-05
10,1,1.86,11.0,1.00023,1e-05
10,1,1.88,11.0,1.00021,1e-05
10,1,1.9,11.0,1.00019,1e-05
10,1,1.92,11.0,1.00017,1e-05
10,1,1.94,11.0,1.00015,1e-05
10,1,1.96,11.0,1.00013,0.0
10,1,1.98,11.0,1.00012,0.0
10,1,2.0,11.0,1.00011,0.0
10,1,2.02,11.0,1.00009,0.0
10,1,2.04,11.0,1.00008,0.0
10,1,2.06,11.0,1.00008,0.0
10,1,2.08,11.0,1.00007,0.0
10,1,2.1,11.0,1.00006,0.0
10,1,2.12,11.0,1.00006,0.0
10,1,2.14,11.0,1.00005,0.0
10,1,2.16,11.0,1.00005,0.0
10,1,2.18,11.0,1.00004,0.0
10,1,2.2,11.0,1.00004,0.0
10,1,2.22,11.0,1.00003,0.0
10,1,2.24,11.0,1.00003,0.0
10,1,2.26,11.0,1.00002,0.0
10,1,2.28,11.0,1.00002,0.0
10,1,2.3,11.0,1.00002,0.0
10,1,2.32,11.0,1.00001,0.0
10,1,2.34,11.0,1.00001,0.0
10,1,2.36,11.0,1.00001,0.0
10,1,2.38,11.0,1.00001,0.0
10,1,2.4,11.0,1.0,0.0
10,1,2.42,11.0,1.0,0.0
10,1,2.44,11.0,1.0,0.0
10,1,2.46,11.0,1.0,0.0
10,1,2.48,11.0,1.0,0.0
10,1,2.5,11.0,1.0,0.0
10,1,2.52,11.0,1.0,0.0
10,1,2.54,11.0,1.0,0.0
10,1,2.56,11.0,1.0,0.0
10,1,2.58,11.0,1.0,0.0
10,1,2.6,11.0,1.0,0.0
10,1,2.62,11.0,1.0,0.0
10,1,2.64,11.0,1.0,0.0
10,1,2.66,11.0,1.00001,0.0
10,1,2.68,11.0,1.00001,0.0
10,1,2.7,11.0,1.00001,0.0
10,1,2.72,11.0,1.00001,0.0
10,1,2.74,11.0,1.00001,0.0
10,1,2.76,11.0,1.00002,0.0
10,1,2.78,11.0,1.00002,0.0
10,1,2.8,11.0,1.00002,0.0
10,1,2.82,11.0,1.00002,0.0
10,1,2.84,11.0,1.00002,0.0
10,1,2.86,11.0,1.00002,0.0
10,1,2.88,11.0,1.00002,0.0
10,1,2.9,11.0,1.00002,0.0
10,1,2.92,11.0,1.00001,0.0
10,1,2.94,11.0,1.00001,0.0
10,1,2.96,11.0,1.00001,0.0
10,1,2.98,11.0,1.00001,0.0
10,1,3.0,11.0,1.00001,0.0
10,1,3.02,11.0,1.00001,0.0
10,1,3.04,11.0,1.00001,0.0
10,1,3.06,11.0,1.0,0.0
10,1,3.08,11.0,1.0,0.0
10,1,3.1,11.0,1.0,0.0
10,1,3.12,11.0,1.0,0.0
10,1,3.14,11.0,1.0,0.0
10,1,3.16,11.0,0.99999,0.0
10,1,3.18,11.0,0.99999,0.0
10,1,3.2,11.0,0.99999,0.0
10,1,3.22,11.0,0.99999,0.0
10,1,3.24,11.0,0.99999,0.0
10,1,3.26,11.0,0.99999,0.0
10,1,3.28,11.0,0.99999,0.0
10,1,3.3,11.0,0.99999,0.0
10,1,3.32,11.0,0.99999,0.0
10,1,3.34,11.0,0.99999,0.0
10,1,3.36,11.0,0.99999,0.0
10,1,3.38,11.0,0.99999,0.0
10,1,3.4,11.0,0.99999,0.0
10,1,3.42,11.0,0.99999,0.0
10,1,3.44,11.0,0.99999,0.0
10,1,3.46,11.0,0.99998,0.0
10,1,3.48,11.0,0.99998,0.0
10,1,3.5,11.0,0.99998,0.0
10,1,3.52,11.0,0.99998,0.0
10,1,3.54,11.0,0.99998,0.0
10,1,3.56,11.0,0.99998,0.0
10,1,3.58,11.0,0.99998,0.0
10,1,3.6,11.0,0.99998,0.0
10,1,3.62,11.0,0.99998,0.0
10,1,3.64,11.0,0.99998,0.0
10,1,3.66,11.0,0.99998,0.0
10,1,3.68,11.0,0.99998,0.0
10,1,3.7,11.0,0.99998,0.0
10,1,3.72,11.0,0.99998,0.0
10,1,3.74,11.0,0.99998,0.0
10,1,3.76,11.0,0.99998,0.0
10,1,3.78,11.0,0.99997,0.0
10,1,3.8,11.0,0.99997,0.0
10,1,3.82,11.0,0.99997,0.0
10,1,3.84,11.0,0.99997,0.0
10,1,3.86,11.0,0.99997,0.0
10,1,3.88,11.0,0.99997,0.0
10,1,3.9,11.0,0.99997,0.0
10,1,3.92,11.0,0.99997,0.0
10,1,3.94,11.0,0.99997,0.0
10,1,3.96,11.0,0.99998,0.0
10,1,3.98,11.0,0.99998,0.0
10,1,4.0,11.0,0.99998,0.0
10,1,4.02,11.0,0.99998,0.0
10,1,4.04,11.0,0.99998,0.0
10,1,4.06,11.0,0.99998,0.0
10,1,4.08,11.0,0.99998,0.0
10,1,4.1,11.0,0.99998,0.0
10,1,4.12,11.0,0.99998,0.0
10,1,4.14,11.0,0.99998,0.0
10,1,4.16,11.0,0.99998,0.0
10,1,4.18,11.0,0.99998,0.0
10,1,4.2,11.0,0.99998,0.0
10,1,4.22,11.0,0.99998,0.0
10,1,4.24,11.0,0.99998,0.0
10,1,4.26,11.0,0.99998,0.0
10,1,4.28,11.0,0.99999,0.0
10,1,4.3,11.0,0.99999,0.0
10,1,4.32,11.0,0.99999,0.0
10,1,4.34,11.0,0.99999,0.0
10,1,4.36,11.0,0.99999,0.0
10,1,4.38001,11.0,0.99999,0.0
10,1,4.40001,11.0,0.99999,0.0
10,1,4.42001,11.0,0.99999,0.0
10,1,4.44001,11.0,0.99999,0.0
10,1,4.46001,11.0,0.99999,0.0
10,1,4.48001,11.0,0.99999,0.0
10,1,4.50001,11.0,0.99999,0.0
10,1,4.52001,11.0,1.0,0.0
10,1,4.54001,11.0,1.0,0.0
10,1,4.56001,11.0,1.0,0.0
10,1,4.58001,11.0,1.0,0.0
10,1,4.60001,11.0,1.0,0.0
10,1,4.62001,11.0,1.0,0.0
10,1,4.64001,11.0,1.00001,0.0
10,1,4.66001,11.0,1.00001,0.0
10,1,4.68001,11.0,1.00001,0.0
10,1,4.70001,11.0,1.00001,0.0
10,1,4.72001,11.0,1.0,0.0
10,1,4.74001,11.0,1.0,0.0
10,1,4.76001,11.0,1.0,0.0
10,1,4.78001,11.0,1.0,0.0
10,1,4.80001,11.0,1.0,0.0
10,1,4.82002,11.0,1.0,0.0
10,1,4.84002,11.0,1.0,0.0
10,1,4.86002,11.0,1.0,0.0
10,1,4.88002,11.0,1.0,0.0
10,1,4.90002,11.0,1.0,0.0
10,1,4.92002,11.0,1.0,0.0
10,1,4.94002,11.0,1.0,0.0
10,1,4.96002,11.0,1.0,0.0
10,1,4.98002,11.0,1.0,0.0
10,1,5.00002,11.0,1.0,0.0
10,3,0.0,12.0,0.0949,1.0
10,3,0.02,12.0,0.14145,0.99946
10,3,0.04,12.0,0.26917,0.99107
10,3,0.06,12.0,0.38414,0.97571
10,3,0.08,12.0,0.48731,0.95487
10,3,0.1,12.0,0.57959,0.92976
10,3,0.12,12.0,0.66184,0.90137
10,3,0.14,12.0,0.73488,0.87053
10,3,0.16,12.0,0.79947,0.8379
10,3,0.18,12.0,0.85634,0.80405
10,3,0.2,12.0,0.90617,0.76942
10,3,0.22,12.0,0.94958,0.73439
10,3,0.24,12.0,0.98718,0.69927
10,3,0.26,12.0,1.01949,0.66429
10,3,0.28,12.0,1.04704,0.62969
10,3,0.3,12.0,1.0703,0.59561
10,3,0.32,12.0,1.08969,0.56221
10,3,0.34,12.0,1.10563,0.52961
10,3,0.36,12.0,1.11848,0.49789
10,3,0.38,12.0,1.12859,0.46713
10,3,0.4,12.0,1.13627,0.4374
10,3,0.42,12.0,1.1418,0.40875
10,3,0.44,12.0,1.14545,0.38122
10,3,0.46,12.0,1.14745,0.35483
10,3,0.48,12.0,1.14804,0.3296
10,3,0.5,12.0,1.1474,0.30555
10,3,0.52,12.0,1.14572,0.28268
10,3,0.54,12.0,1.14315,0.26099
10,3,0.56,12.0,1.13985,0.24046
10,3,0.58,12.0,1.13595,0.22109
10,3,0.6,12.0,1.13156,0.20286
10,3,0.62,12.0,1.1268,0.18574
10,3,0.64,12.0,1.12174,0.16971
10,3,0.66,12.0,1.11648,0.15473
10,3,0.68,12.0,1.11109,0.14077
10,3,0.7,12.0,1.10563,0.1278
10,3,0.72,12.0,1.10015,0.11577
10,3,0.74,12.0,1.0947,0.10465
10,3,0.76,12.0,1.08932,0.09439
10,3,0.78,12.0,1.08405,0.08494
10,3,0.8,12.0,1.07891,0.07628
10,3,0.82,12.0,1.07393,0.06835
10,3,0.84,12.0,1.06911,0.06111
10,3,0.86,12.0,1.06449,0.05451
10,3,0.88,12.0,1.06006,0.04852
10,3,0.9,12.0,1.05583,0.04309
10,3,0.92,12.0,1.05181,0.03818
10,3,0.94,12.0,1.048,0.03375
10,3,0.96,12.0,1.0444,0.02977
10,3,0.98,12.0,1.041,0.0262
10,3,1.0,12.0,1.03781,0.02301
10,3,1.02,12.0,1.03481,0.02016
10,3,1.04,12.0,1.03201,0.01762
10,3,1.06,12.0,1.0294,0.01537
10,3,1.08,12.0,1.02697,0.01338
10,3,1.1,12.0,1.0247,0.01161
10,3,1.12,12.0,1.0226,0.01006
10,3,1.14,12.0,1.02066,0.00869
10,3,1.16,12.0,1.01886,0.0075
10,3,1.18,12.0,1.0172,0.00645
10,3,1.2,12.0,1.01567,0.00553
10,3,1.22,12.0,1.01426,0.00474
10,3,1.24,12.0,1.01297,0.00405
10,3,1.26,12.0,1.01178,0.00345
10,3,1.28,12.0,1.01069,0.00294
10,3,1.3,12.0,1.0097,0.00249
10,3,1.32,12.0,1.00879,0.00211
10,3,1.34,12.0,1.00796,0.00178
10,3,1.36,12.0,1.0072,0.0015
10,3,1.38,12.0,1.00651,0.00126
10,3,1.4,12.0,1.00588,0.00106
10,3,1.42,12.0,1.00531,0.00089
10,3,1.44,12.0,1.00479,0.00074
10,3,1.46,12.0,1.00432,0.00062
10,3,1.48,12.0,1.00389,0.00051
10,3,1.5,12.0,1.00351,0.00042
10,3,1.52,12.0,1.00316,0.00035
10,3,1.54,12.0,1.00284,0.00029
10,3,1.56,12.0,1.00256,0.00024
10,3,1.58,12.0,1.0023,0.0002
10,3,1.6,12.0,1.00206,0.00016
10,3,1.62,12.0,1.00185,0.00013
10,3,1.64,12.0,1.00167,0.00011
10,3,1.66,12.0,1.00149,9e-05
10,3,1.68,12.0,1.00134,7e-05
10,3,1.7,12.0,1.0012,6e-05
10,3,1.72,12.0,1.00108,5e-05
10,3,1.74,12.0,1.00097,4e-05
10,3,1.76,12.0,1.00086,3e-05
10,3,1.78,12.0,1.00077,2e-05
10,3,1.8,12.0,1.00069,2e-05
10,3,1.82,12.0,1.00062,2e-05
10,3,1.84,12.0,1.00055,1e-05
10,3,1.86,12.0,1.0005,1e-05
10,3,1.88,12.0,1.00044,1e-05
10,3,1.9,12.0,1.0004,1e-05
10,3,1.92,12.0,1.00035,0.0
10,3,1.94,12.0,1.00031,0.0
10,3,1.96,12.0,1.00028,0.0
10,3,1.98,12.0,1.00025,0.0
10,3,2.0,12.0,1.00022,0.0
10,3,2.02,12.0,1.0002,0.0
10,3,2.04,12.0,1.00017,0.0
10,3,2.06,12.0,1.00015,0.0
10,3,2.08,12.0,1.00014,0.0
10,3,2.1,12.0,1.00012,0.0
10,3,2.12,12.0,1.00011,0.0
10,3,2.14,12.0,1.00009,0.0
10,3,2.16,12.0,1.00008,0.0
10,3,2.18,12.0,1.00007,0.0
10,3,2.2,12.0,1.00006,0.0
10,3,2.22,12.0,1.00005,0.0
10,3,2.24,12.0,1.00005,0.0
10,3,2.26,12.0,1.00004,0.0
10,3,2.28,12.0,1.00003,0.0
10,3,2.3,12.0,1.00003,0.0
10,3,2.32,12.0,1.00002,0.0
10,3,2.34,12.0,1.00002,0.0
10,3,2.36,12.0,1.00001,0.0
10,3,2.38,12.0,1.00001,0.0
10,3,2.4,12.0,1.00001,0.0
10,3,2.42,12.0,1.0,0.0
10,3,2.44,12.0,1.0,0.0
10,3,2.46,12.0,1.0,0.0
10,3,2.48,12.0,1.0,0.0
10,3,2.5,12.0,1.0,0.0
10,3,2.52,12.0,0.99999,0.0
10,3,2.54,12.0,0.99999,0.0
10,3,2.56,12.0,0.99999,0.0
10,3,2.58,12.0,0.99999,0.0
10,3,2.6,12.0,0.99999,0.0
10,3,2.62,12.0,0.99999,0.0
10,3,2.64,12.0,0.99999,0.0
10,3,2.66,12.0,0.99999,0.0
10,3,2.68,12.0,0.99999,0.0
10,3,2.7,12.0,0.99999,0.0
10,3,2.72,12.0,0.99999,0.0
10,3,2.74,12.0,0.99999,0.0
10,3,2.76,12.0,0.99999,0.0
10,3,2.78,12.0,1.0,0.0
10,3,2.8,12.0,1.0,0.0
10,3,2.82,12.0,1.0,0.0
10,3,2.84,12.0,1.0,0.0
10,3,2.86,12.0,1.0,0.0
10,3,2.88,12.0,1.0,0.0
10,3,2.9,12.0,1.0,0.0
10,3,2.92,12.0,1.0,0.0
10,3,2.94,12.0,1.0,0.0
10,3,2.96,12.0,1.0,0.0
10,3,2.98,12.0,1.0,0.0
10,3,3.0,12.0,1.0,0.0
10,3,3.02,12.0,1.0,0.0
10,3,3.04,12.0,1.0,0.0
10,3,3.06,12.0,1.0,0.0
10,3,3.08,12.0,0.99999,0.0
10,3,3.1,12.0,0.99999,0.0
10,3,3.12,12.0,1.0,0.0
10,3,3.14,12.0,1.0,0.0
10,3,3.16,12.0,0.99999,0.0
10,3,3.18,12.0,0.99999,0.0
10,3,3.2,12.0,0.99999,0.0
10,3,3.22,12.0,0.99999,0.0
10,3,3.24,12.0,0.99999,0.0
10,3,3.26,12.0,0.99999,0.0
10,3,3.28,12.0,0.99999,0.0
10,3,3.3,12.0,0.99999,0.0
10,3,3.32,12.0,1.0,0.0
10,3,3.34,12.0,1.0,0.0
10,3,3.36,12.0,1.0,0.0
10,3,3.38,12.0,1.0,0.0
10,3,3.4,12.0,1.0,0.0
10,3,3.42,12.0,1.00001,0.0
10,3,3.44,12.0,1.00001,0.0
10,3,3.46,12.0,1.00001,0.0
10,3,3.48,12.0,1.00001,0.0
10,3,3.5,12.0,1.00001,0.0
10,3,3.52,12.0,1.00001,0.0
10,3,3.54,12.0,1.00001,0.0
10,3,3.56,12.0,1.00001,0.0
10,3,3.58,12.0,1.00001,0.0
10,3,3.6,12.0,1.00002,0.0
10,3,3.62,12.0,1.00002,0.0
10,3,3.64,12.0,1.00002,0.0
10,3,3.66,12.0,1.00002,0.0
10,3,3.68,12.0,1.00002,0.0
10,3,3.7,12.0,1.00002,0.0
10,3,3.72,12.0,1.00002,0.0
10,3,3.74,12.0,1.00002,0.0
10,3,3.76,12.0,1.00002,0.0
10,3,3.78,12.0,1.00002,0.0
10,3,3.8,12.0,1.00002,0.0
10,3,3.82,12.0,1.00002,0.0
10,3,3.84,12.0,1.00002,0.0
10,3,3.86,12.0,1.00002,0.0
10,3,3.88,12.0,1.00002,0.0
10,3,3.9,12.0,1.00002,0.0
10,3,3.92,12.0,1.00002,0.0
10,3,3.94,12.0,1.00002,0.0
10,3,3.96,12.0,1.00002,0.0
10,3,3.98,12.0,1.00002,0.0
10,3,4.0,12.0,1.00002,0.0
10,3,4.02,12.0,1.00002,0.0
10,3,4.04,12.0,1.00002,0.0
10,3,4.06,12.0,1.00002,0.0
10,3,4.08,12.0,1.00002,0.0
10,3,4.1,12.0,1.00002,0.0
10,3,4.12,12.0,1.00002,0.0
10,3,4.14,12.0,1.00002,0.0
10,3,4.16,12.0,1.00002,0.0
10,3,4.18,12.0,1.00002,0.0
10,3,4.2,12.0,1.00002,0.0
10,3,4.22,12.0,1.00002,0.0
10,3,4.24,12.0,1.00002,0.0
10,3,4.26,12.0,1.00002,0.0
10,3,4.28,12.0,1.00002,0.0
10,3,4.3,12.0,1.00001,0.0
10,3,4.32,12.0,1.00001,0.0
10,3,4.34,12.0,1.00001,0.0
10,3,4.36,12.0,1.00001,0.0
10,3,4.38001,12.0,1.00001,0.0
10,3,4.40001,12.0,1.00001,0.0
10,3,4.42001,12.0,1.00001,0.0
10,3,4.44001,12.0,1.00001,0.0
10,3,4.46001,12.0,1.00001,0.0
10,3,4.48001,12.0,1.00001,0.0
10,3,4.50001,12.0,1.0,0.0
10,3,4.52001,12.0,1.0,0.0
10,3,4.54001,12.0,1.0,0.0
10,3,4.56001,12.0,1.0,0.0
10,3,4.58001,12.0,1.0,0.0
10,3,4.60001,12.0,1.0,0.0
10,3,4.62001,12.0,0.99999,0.0
10,3,4.64001,12.0,0.99999,0.0
10,3,4.66001,12.0,0.99999,0.0
10,3,4.68001,12.0,0.99999,0.0
10,3,4.70001,12.0,0.99999,0.0
10,3,4.72001,12.0,0.99999,0.0
10,3,4.74001,12.0,0.99999,0.0
10,3,4.76001,12.0,0.99999,0.0
10,3,4.78001,12.0,0.99999,0.0
10,3,4.80001,12.0,0.99999,0.0
10,3,4.82002,12.0,0.99999,0.0
10,3,4.84002,12.0,0.99999,0.0
10,3,4.86002,12.0,0.99999,0.0
10,3,4.88002,12.0,0.99999,0.0
10,3,4.90002,12.0,1.0,0.0
10,3,4.92002,12.0,1.0,0.0
10,3,4.94002,12.0,1.0,0.0
10,3,4.96002,12.0,1.0,0.0
10,3,4.98002,12.0,1.0,0.0
10,3,5.00002,12.0,1.0,0.0
